,player,team,age,position,Mins,Passing Accuracy,,league,season
1703,Pietro Pellegri,Torino,23,FW,746,64.9,,ITA-Serie A,2324
1704,Alessio Zerbin,Napoli,25,AM(L),145,82.8,,ITA-Serie A,2324
1705,Oier Zarraga,Udinese,25,"DMC,M(R)",396,83.5,,ITA-Serie A,2324
1706,Davide Bartesaghi,AC Milan,18,Defender,74,75,,ITA-Serie A,2324
1707,Shon Weissman,Salernitana,28,FW,494,72.7,,ITA-Serie A,2324
1708,Axel Guessand,Udinese,19,Defender,45,77.8,,ITA-Serie A,2324
1709,Gerardo Fusco,Salernitana,19,Forward,14,83.3,,ITA-Serie A,2324
1710,Reda Belahyane,Verona,20,Midfielder,90,92,,ITA-Serie A,2324
1711,Demba Seck,Frosinone,23,AM(C),292,82,,ITA-Serie A,2324
1712,Adam Masina,Udinese,30,"D(CL),M(L)",63,70.4,,ITA-Serie A,2324
1713,Giorgio Cittadini,Monza,22,Defender,14,83.3,,ITA-Serie A,2324
1714,Juan Manuel Cruz,Verona,24,FW,107,69.2,,ITA-Serie A,2324
1715,Michele Cerofolini,Frosinone,25,GK,675,53.6,,ITA-Serie A,2324
1716,Sydney van Hooijdonk,Bologna,24,FW,208,82.4,,ITA-Serie A,2324
1717,Rúben Vinagre,Verona,25,"D(L),M(L)",277,71.9,,ITA-Serie A,2324
1718,Gino Infantino,Fiorentina,21,AM(CLR),91,88.6,,ITA-Serie A,2324
1719,Farès Ghedjemis,Frosinone,21,Forward,180,87,,ITA-Serie A,2324
1720,Luca Garritano,Frosinone,30,Midfielder,485,71.4,,ITA-Serie A,2324
1721,Dean Huijsen,Juventus,19,Defender,12,100,,ITA-Serie A,2324
1722,José Machín,Monza,27,AM(C),235,82.2,,ITA-Serie A,2324
1723,Emil Ceïde,Sassuolo,22,Forward,165,72.2,,ITA-Serie A,2324
1724,Charlys,Verona,20,Midfielder,24,83.3,,ITA-Serie A,2324
1725,Dani Silva,Verona,24,DMC,440,83.3,,ITA-Serie A,2324
1726,Andrea Ferraris,Monza,21,Forward,9,100,,ITA-Serie A,2324
1727,Marco Pellegrino,Salernitana,21,D(C),544,83.2,,ITA-Serie A,2324
1728,Ebenezer Akinsanmiro,Inter,19,Midfielder,14,87.5,,ITA-Serie A,2324
1729,Karlo Lulic,Frosinone,28,Midfielder,18,66.7,,ITA-Serie A,2324
1730,Ola Solbakken,Roma,25,AM(R),22,85.7,,ITA-Serie A,2324
1731,Simone Verdi,Torino,31,"AM(CLR),FW",3,100,,ITA-Serie A,2324
1732,Leander Dendoncker,Napoli,29,"D(C),M(C)",21,85.2,,ITA-Serie A,2324
1733,Emil Bohinen,Genoa,25,DMC,52,78.1,,ITA-Serie A,2324
1734,Elayis Tavsan,Verona,23,"AM(R),FW",47,85.7,,ITA-Serie A,2324
1735,Maxime Lopez,Sassuolo,26,M(CR),141,91.2,,ITA-Serie A,2324
1736,Alessio Cragno,Sassuolo,29,GK,270,65.2,,ITA-Serie A,2324
1737,Yann Karamoh,Torino,25,"AM(CLR),FW",154,71.4,,ITA-Serie A,2324
1738,Jordi Mboula,Verona,25,AM(R),307,73.8,,ITA-Serie A,2324
1739,Christos Papadopoulos,Genoa,19,Midfielder,3,-,,ITA-Serie A,2324
1740,Filip Jagiello,Genoa,26,M(C),32,88.2,,ITA-Serie A,2324
1741,Nikita Contini,Napoli,28,Goalkeeper,16,100,,ITA-Serie A,2324
1742,Lorenzo Venuti,Lecce,29,"D(CLR),M(LR)",356,79.5,,ITA-Serie A,2324
1743,Samuele Mulattieri,Sassuolo,23,Forward,442,70.4,,ITA-Serie A,2324
1744,Mattia Destro,Empoli,33,FW,357,66.1,,ITA-Serie A,2324
1745,Alan Matturro,Genoa,19,Defender,103,62.5,,ITA-Serie A,2324
1746,Riccardo Saponara,Verona,32,AM(CLR),337,75.2,,ITA-Serie A,2324
1747,Thomas Henry,Verona,29,FW,324,50.8,,ITA-Serie A,2324
1748,Daniele Sommariva,Genoa,26,Goalkeeper,4,-,,ITA-Serie A,2324
1749,Przemyslaw Szyminski,Frosinone,30,Defender,8,50,,ITA-Serie A,2324
1750,Kevin Zeroli,AC Milan,19,Midfielder,25,40,,ITA-Serie A,2324
1751,Yerry Mina,Fiorentina,29,D(C),41,88.2,,ITA-Serie A,2324
1752,Domingos Quina,Udinese,24,M(CLR),12,100,,ITA-Serie A,2324
1753,Tommaso Martinelli,Fiorentina,18,Goalkeeper,90,73.9,,ITA-Serie A,2324
1754,Lorenzo Amatucci,Fiorentina,20,Midfielder,22,88,,ITA-Serie A,2324
1755,Alessandro Di Pardo,Cagliari,24,Defender,355,71.1,,ITA-Serie A,2324
1756,Mateusz Legowski,Salernitana,21,M(C),1134,78.3,,ITA-Serie A,2324
1757,Emmanuel Ekong,Empoli,22,Forward,4,100,,ITA-Serie A,2324
1758,Michel Adopo,Atalanta,23,Midfielder,102,84.1,,ITA-Serie A,2324
1759,Kevin Bonifazi,Frosinone,28,D(C),307,84.4,,ITA-Serie A,2324
1760,David Ankeye,Genoa,22,Forward,52,100,,ITA-Serie A,2324
1761,Erik Botheim,Salernitana,24,"AM(C),FW",317,75,,ITA-Serie A,2324
1762,George Puscas,Genoa,28,FW,185,55.7,,ITA-Serie A,2324
1763,Dylan Bronn,Salernitana,29,D(C),50,66.7,,ITA-Serie A,2324
1764,Kevin Miranda,Sassuolo,21,Defender,12,90,,ITA-Serie A,2324
1765,Luigi Canotto,Frosinone,30,Forward,16,66.7,,ITA-Serie A,2324
1766,Stiven Shpendi,Empoli,21,Forward,407,75.7,,ITA-Serie A,2324
1767,Trivante Stewart,Salernitana,24,Forward,97,72,,ITA-Serie A,2324
1768,Marco Mancosu,Cagliari,35,AM(C),158,66.7,,ITA-Serie A,2324
1769,Giacomo Corona,Empoli,20,Forward,4,100,,ITA-Serie A,2324
1770,Pablo Galdames,Genoa,27,M(C),9,91.3,,ITA-Serie A,2324
1771,Justin Kumi,Sassuolo,19,Midfielder,3,100,,ITA-Serie A,2324
1772,Alessandro Zanoli,Napoli,23,"D(R),M(R)",49,88.6,,ITA-Serie A,2324
1773,Marash Kumbulla,Sassuolo,24,D(C),358,78.3,,ITA-Serie A,2324
1774,Antonio Tikvic,Udinese,20,Defender,1,-,,ITA-Serie A,2324
1775,Daniele Padelli,Udinese,38,GK,1,-,,ITA-Serie A,2324
1776,Gianluca Pegolo,Sassuolo,43,GK,1,-,,ITA-Serie A,2324
1777,Leonardo Mendicino,Atalanta,18,Midfielder,1,-,,ITA-Serie A,2324
1778,Pierluigi Frattali,Frosinone,38,Goalkeeper,1,-,,ITA-Serie A,2324
1779,Simone Aresti,Cagliari,38,Goalkeeper,2,-,,ITA-Serie A,2324
1780,Andrea Sodero,Empoli,19,Forward,4,-,,ITA-Serie A,2324
1781,Davide Bettella,Monza,24,Defender,3,60,,ITA-Serie A,2324
1782,Leonardo Cerri,Juventus,21,Forward,6,-,,ITA-Serie A,2324
1783,Mamadou Coulibaly,Salernitana,25,M(C),2,33.3,,ITA-Serie A,2324
1784,Alphadjo Cissè,Verona,17,Forward,7,100,,ITA-Serie A,2324
1785,Liam Henderson,Empoli,28,AM(C),5,50,,ITA-Serie A,2324
1786,Niccolò Pisilli,Roma,19,Midfielder,8,83.3,,ITA-Serie A,2324
1787,Vivaldo Semedo,Udinese,19,FW,11,-,,ITA-Serie A,2324
1788,Roberto Piccoli,Empoli,23,FW,36,66.7,,ITA-Serie A,2324
1789,Giorgi Kvernadze,Frosinone,21,Forward,59,87.1,,ITA-Serie A,2324
1790,Marley Aké,Udinese,23,Forward,9,-,,ITA-Serie A,2324
1791,Simone Pafundi,Udinese,18,Midfielder,7,100,,ITA-Serie A,2324
1792,Yayah Kallon,Verona,22,AM(C),3,33.3,,ITA-Serie A,2324
1793,Marcin Listkowski,Lecce,26,Forward,7,100,,ITA-Serie A,2324
1794,Seydou Fini,Genoa,18,Midfielder,33,72.7,,ITA-Serie A,2324
1795,Silvan Hefti,Genoa,26,"D(R),M(R)",110,64.3,,ITA-Serie A,2324
1796,Francesco Camarda,AC Milan,16,Forward,12,-,,ITA-Serie A,2324
1797,Mateus Lusuardi,Frosinone,20,Defender,221,89.1,,ITA-Serie A,2324
1798,Giulio Donati,Monza,34,"D(CLR),M(R)",33,89.2,,ITA-Serie A,2324
1799,Joseph Nonge Boende,Juventus,19,Midfielder,23,77.8,,ITA-Serie A,2324
1800,Oliver Christensen,Fiorentina,25,GK,360,74.9,,ITA-Serie A,2324
1801,João Costa,Roma,19,Forward,11,85.7,,ITA-Serie A,2324
1802,Nicolás Domínguez,Bologna,25,M(CL),101,90.1,,ITA-Serie A,2324
1803,Luka Romero,AC Milan,19,AM(R),86,88.9,,ITA-Serie A,2324
1804,Mehdi Bourabia,Frosinone,32,M(C),200,78.1,,ITA-Serie A,2324
1805,Nikola Sekulov,Juventus,22,Midfielder,10,50,,ITA-Serie A,2324
1806,Gennaro Borrelli,Frosinone,24,Forward,23,-,,ITA-Serie A,2324
1807,Jeppe Corfitzen,Lecce,19,Forward,8,66.7,,ITA-Serie A,2324
1808,Filippo Terracciano,AC Milan,21,"D(L),M(R)",75,94.9,,ITA-Serie A,2324
1809,Samuele Perisan,Empoli,26,GK,90,73.1,,ITA-Serie A,2324
1810,Luca Gemello,Torino,23,Goalkeeper,180,80.6,,ITA-Serie A,2324
1811,Harry Kane,Bayern,30,"AM(C),FW",2844,73.6,,GER-Bundesliga,2324
1812,Serhou Guirassy,Stuttgart,28,"AM(L),FW",2214,81.4,,GER-Bundesliga,2324
1813,Leroy Sané,Bayern,28,"M(CLR),FW",2142,84.4,,GER-Bundesliga,2324
1814,Jamal Musiala,Bayern,21,M(CLR),1767,81.9,,GER-Bundesliga,2324
1815,Álex Grimaldo,Leverkusen,28,"D(L),M(L)",2787,87.2,,GER-Bundesliga,2324
1816,Xavi Simons,RBL,21,"AM(CLR),FW",2675,82,,GER-Bundesliga,2324
1817,Florian Wirtz,Leverkusen,21,"AM(CL),FW",2384,84.6,,GER-Bundesliga,2324
1818,Victor Boniface,Leverkusen,23,FW,1554,73,,GER-Bundesliga,2324
1819,Nadiem Amiri,Mainz,27,M(CLR),1319,78.4,,GER-Bundesliga,2324
1820,Deniz Undav,Stuttgart,27,"AM(C),FW",2100,75.4,,GER-Bundesliga,2324
1821,Fabian Bredlow,Stuttgart,29,GK,360,73.8,,GER-Bundesliga,2324
1822,Matej Kovár,Leverkusen,24,GK,90,100,,GER-Bundesliga,2324
1823,Exequiel Palacios,Leverkusen,25,M(C),1841,92.1,,GER-Bundesliga,2324
1824,Jan-Niklas Beste,FC Heidenheim,25,"D(L),M(CLR)",2625,67.2,,GER-Bundesliga,2324
1825,Loïs Openda,RBL,24,FW,2716,69.2,,GER-Bundesliga,2324
1826,Maximilian Mittelstädt,Stuttgart,27,"D(L),M(CL)",2106,87.7,,GER-Bundesliga,2324
1827,David Raum,RBL,26,"D(L),M(LR)",2745,80.6,,GER-Bundesliga,2324
1828,Kevin Stöger,Bochum,30,M(CL),2679,71.8,,GER-Bundesliga,2324
1829,Dani Olmo,RBL,26,"AM(CLR),FW",1455,79.6,,GER-Bundesliga,2324
1830,Andrej Kramaric,Hoffenheim,33,"AM(CLR),FW",2207,84.2,,GER-Bundesliga,2324
1831,Chris Führich,Stuttgart,26,"M(CLR),FW",2595,86,,GER-Bundesliga,2324
1832,Alphonso Davies,Bayern,23,"D(L),M(LR)",2067,88.9,,GER-Bundesliga,2324
1833,Kingsley Coman,Bayern,28,"M(LR),FW",1123,87.9,,GER-Bundesliga,2324
1834,Granit Xhaka,Leverkusen,31,"D(L),M(C)",2828,92.1,,GER-Bundesliga,2324
1835,Joshua Kimmich,Bayern,29,"D(CR),DMC,M(R)",2186,91.3,,GER-Bundesliga,2324
1836,Omar Marmoush,Eintracht Frankfurt,25,"AM(CL),FW",2311,73.4,,GER-Bundesliga,2324
1837,Jonas Hofmann,Leverkusen,31,"D(R),M(CLR),FW",2215,84.5,,GER-Bundesliga,2324
1838,Kjell-Arik Wätjen,Borussia Dortmund,18,Midfielder,104,86.5,,GER-Bundesliga,2324
1839,Donyell Malen,Borussia Dortmund,25,"AM(LR),FW",1786,79.6,,GER-Bundesliga,2324
1840,Jens Grahl,Eintracht Frankfurt,35,GK,180,59.7,,GER-Bundesliga,2324
1841,Milos Pantovic,Union Berlin,27,AM(CLR),14,57.1,,GER-Bundesliga,2324
1842,Leon Goretzka,Bayern,29,M(CR),2243,89.4,,GER-Bundesliga,2324
1843,Alexander Schwolow,Union Berlin,32,GK,90,78.1,,GER-Bundesliga,2324
1844,Jeremie Frimpong,Leverkusen,23,"D(R),M(R)",2265,81.3,,GER-Bundesliga,2324
1845,Tim Kleindienst,FC Heidenheim,28,FW,2877,59.9,,GER-Bundesliga,2324
1846,Amadou Haidara,RBL,26,M(CLR),1537,84.5,,GER-Bundesliga,2324
1847,Anton Stach,Hoffenheim,25,M(C),2326,81.5,,GER-Bundesliga,2324
1848,Anton Stach,Mainz,25,M(C),171,65.2,,GER-Bundesliga,2324
1849,Jadon Sancho,Borussia Dortmund,24,AM(CLR),954,83.8,,GER-Bundesliga,2324
1850,Angelo Stiller,Stuttgart,23,DMC,2697,90.9,,GER-Bundesliga,2324
1851,Sepp van den Berg,Mainz,22,"D(CR),M(R)",2839,81.3,,GER-Bundesliga,2324
1852,Julian Brandt,Borussia Dortmund,28,"M(CLR),FW",2232,87.2,,GER-Bundesliga,2324
1853,Kim Min-Jae,Bayern,27,D(C),1971,93,,GER-Bundesliga,2324
1854,Mitchell Weiser,Werder Bremen,30,"D(R),M(R)",2639,75.5,,GER-Bundesliga,2324
1855,Ian Maatsen,Borussia Dortmund,22,"D(L),M(CLR)",1271,89.4,,GER-Bundesliga,2324
1856,Franck Honorat,Borussia M.Gladbach,27,"M(LR),FW",2359,74.4,,GER-Bundesliga,2324
1857,Patrick Mainka,FC Heidenheim,29,D(C),3060,83,,GER-Bundesliga,2324
1858,Nico Schlotterbeck,Borussia Dortmund,24,D(C),2861,89.2,,GER-Bundesliga,2324
1859,Jonas Wind,Wolfsburg,25,"AM(C),FW",2662,71.3,,GER-Bundesliga,2324
1860,Benjamin Henrichs,RBL,27,"D(LR),DMC,M(LR)",2532,79.5,,GER-Bundesliga,2324
1861,Ermedin Demirovic,Augsburg,26,"AM(CL),FW",2881,66.5,,GER-Bundesliga,2324
1862,Maximilian Beier,Hoffenheim,21,"AM(LR),FW",2434,73.5,,GER-Bundesliga,2324
1863,Marvin Ducksch,Werder Bremen,30,"AM(C),FW",2713,66.4,,GER-Bundesliga,2324
1864,Jonathan Tah,Leverkusen,28,D(C),2633,94.7,,GER-Bundesliga,2324
1865,Waldemar Anton,Stuttgart,27,"D(CR),DMC",2888,89.3,,GER-Bundesliga,2324
1866,Niclas Füllkrug,Borussia Dortmund,31,FW,2225,66.6,,GER-Bundesliga,2324
1867,Josip Stanisic,Leverkusen,24,"D(CR),M(R)",1257,90.7,,GER-Bundesliga,2324
1868,Enzo Millot,Stuttgart,21,M(C),2256,86.7,,GER-Bundesliga,2324
1869,Ritsu Doan,Freiburg,26,"M(CLR),FW",2255,75.4,,GER-Bundesliga,2324
1870,Xaver Schlager,RBL,26,M(C),2482,88.9,,GER-Bundesliga,2324
1871,Oliver Baumann,Hoffenheim,34,GK,3060,71.7,,GER-Bundesliga,2324
1872,Arthur,Leverkusen,21,Defender,184,81.1,,GER-Bundesliga,2324
1873,Vincenzo Grifo,Freiburg,31,AM(CL),2347,80.5,,GER-Bundesliga,2324
1874,Odilon Kossounou,Leverkusen,23,D(CR),1813,89.1,,GER-Bundesliga,2324
1875,Noussair Mazraoui,Bayern,26,D(LR),1198,89.9,,GER-Bundesliga,2324
1876,Bernardo,Bochum,29,"D(CLR),M(L)",2926,71.1,,GER-Bundesliga,2324
1877,Marco Friedl,Werder Bremen,26,"D(CL),M(L)",2199,86.8,,GER-Bundesliga,2324
1878,Robin Gosens,Union Berlin,29,"D(L),M(CL)",2300,74.6,,GER-Bundesliga,2324
1879,Keven Schlotterbeck,Bochum,27,D(C),2184,79.3,,GER-Bundesliga,2324
1880,Dan-Axel Zagadou,Stuttgart,25,D(CL),1453,86.7,,GER-Bundesliga,2324
1881,Emre Can,Borussia Dortmund,30,"D(CLR),DMC",1956,87.6,,GER-Bundesliga,2324
1882,Marco Reus,Borussia Dortmund,35,"M(CLR),FW",1612,85.9,,GER-Bundesliga,2324
1883,Robert Andrich,Leverkusen,29,"D(C),M(C)",1683,90.8,,GER-Bundesliga,2324
1884,Timo Hübers,FC Koln,27,D(C),2779,84.8,,GER-Bundesliga,2324
1885,Jeff Chabot,FC Koln,26,D(C),2708,84.5,,GER-Bundesliga,2324
1886,Marcel Sabitzer,Borussia Dortmund,30,"M(CLR),FW",1966,83,,GER-Bundesliga,2324
1887,Wout Weghorst,Hoffenheim,31,FW,1987,73,,GER-Bundesliga,2324
1888,Thomas Müller,Bayern,34,"M(CLR),FW",1660,78.3,,GER-Bundesliga,2324
1889,Atakan Karazor,Stuttgart,27,"D(C),DMC",2630,89.7,,GER-Bundesliga,2324
1890,Willi Orbán,RBL,31,D(C),1583,89.7,,GER-Bundesliga,2324
1891,Antonios Papadopoulos,Borussia Dortmund,24,Defender,116,79.7,,GER-Bundesliga,2324
1892,Michael Zetterer,Werder Bremen,28,GK,2430,76.8,,GER-Bundesliga,2324
1893,Péter Gulácsi,RBL,34,GK,1170,84.5,,GER-Bundesliga,2324
1894,Hiroki Ito,Stuttgart,25,D(CL),2232,89.4,,GER-Bundesliga,2324
1895,Max Wöber,Borussia M.Gladbach,26,D(CL),2070,83.8,,GER-Bundesliga,2324
1896,Mats Hummels,Borussia Dortmund,35,D(C),1583,89.3,,GER-Bundesliga,2324
1897,Gregor Kobel,Borussia Dortmund,26,GK,2366,81.9,,GER-Bundesliga,2324
1898,Hendry Blank,Borussia Dortmund,19,Defender,45,98.3,,GER-Bundesliga,2324
1899,Benjamin Sesko,RBL,21,FW,1532,66.6,,GER-Bundesliga,2324
1900,Serge Gnabry,Bayern,28,"AM(CLR),FW",433,87.3,,GER-Bundesliga,2324
1901,Leandro Barreiro,Mainz,24,DMC,2607,73.9,,GER-Bundesliga,2324
1902,Alassane Pléa,Borussia M.Gladbach,31,"AM(CLR),FW",1914,72.7,,GER-Bundesliga,2324
1903,Brajan Gruda,Mainz,20,AM(C),1652,71.4,,GER-Bundesliga,2324
1904,Phillip Tietz,Augsburg,26,FW,2407,63.4,,GER-Bundesliga,2324
1905,Florian Grillitsch,Hoffenheim,28,"D(C),M(CL)",2297,86,,GER-Bundesliga,2324
1906,Kevin Behrens,Union Berlin,33,FW,1266,65.5,,GER-Bundesliga,2324
1907,Mohamed Simakan,RBL,24,D(CR),2140,86.3,,GER-Bundesliga,2324
1908,Kristijan Jakic,Augsburg,27,"D(CR),DMC",1056,80.6,,GER-Bundesliga,2324
1909,Robin Hack,Borussia M.Gladbach,25,"AM(CLR),FW",1348,77.6,,GER-Bundesliga,2324
1910,Frederik Rønnow,Union Berlin,31,GK,2970,68.2,,GER-Bundesliga,2324
1911,Pavel Kaderábek,Hoffenheim,32,"D(R),M(LR)",2421,71.2,,GER-Bundesliga,2324
1912,Lukás Hrádecky,Leverkusen,34,GK,2970,75.8,,GER-Bundesliga,2324
1913,Daniel Batz,Mainz,33,Goalkeeper,360,64.7,,GER-Bundesliga,2324
1914,Amine Adli,Leverkusen,24,"AM(CLR),FW",892,82.9,,GER-Bundesliga,2324
1915,Julian Ryerson,Borussia Dortmund,26,"D(LR),M(CLR)",1772,88.4,,GER-Bundesliga,2324
1916,Lucas Höler,Freiburg,29,"AM(CLR),FW",2311,67.8,,GER-Bundesliga,2324
1917,Edmond Tapsoba,Leverkusen,25,D(C),2085,91.4,,GER-Bundesliga,2324
1918,Junior Dina Ebimbe,Eintracht Frankfurt,23,M(CLR),1972,76.2,,GER-Bundesliga,2324
1919,Max Finkgräfe,FC Koln,20,D(L),1757,72.5,,GER-Bundesliga,2324
1920,Julian Weigl,Borussia M.Gladbach,28,"D(C),DMC",2766,89.3,,GER-Bundesliga,2324
1921,Michael Gregoritsch,Freiburg,30,"AM(CR),FW",1686,62.3,,GER-Bundesliga,2324
1922,Maximilian Arnold,Wolfsburg,30,M(CR),2504,85.5,,GER-Bundesliga,2324
1923,Ellyes Skhiri,Eintracht Frankfurt,29,DMC,2170,84.4,,GER-Bundesliga,2324
1924,Mathys Tel,Bayern,19,Forward,1031,85,,GER-Bundesliga,2324
1925,Patrik Schick,Leverkusen,28,"AM(R),FW",1065,79.8,,GER-Bundesliga,2324
1926,Nico Elvedi,Borussia M.Gladbach,27,D(CLR),2485,88.8,,GER-Bundesliga,2324
1927,Raphaël Guerreiro,Bayern,30,"D(L),M(CL)",1194,88.6,,GER-Bundesliga,2324
1928,Jens Stage,Werder Bremen,27,M(C),2333,75,,GER-Bundesliga,2324
1929,Eren Dinkçi,FC Heidenheim,22,AM(CR),2677,65.4,,GER-Bundesliga,2324
1930,Jonathan Burkardt,Mainz,23,"AM(CR),FW",1542,72,,GER-Bundesliga,2324
1931,Konrad Laimer,Bayern,27,"D(R),M(CR)",1770,90.2,,GER-Bundesliga,2324
1932,Lee Jae-Sung,Mainz,31,"AM(CLR),FW",2128,79.5,,GER-Bundesliga,2324
1933,Randal Kolo Muani,Eintracht Frankfurt,25,"AM(CLR),FW",154,65.4,,GER-Bundesliga,2324
1934,Piero Hincapié,Leverkusen,22,"D(CL),M(L)",1484,91.8,,GER-Bundesliga,2324
1935,Iago,Augsburg,27,"D(L),M(L)",1625,76.2,,GER-Bundesliga,2324
1936,Willian Pacho,Eintracht Frankfurt,22,D(C),2970,84.9,,GER-Bundesliga,2324
1937,Rocco Reitz,Borussia M.Gladbach,22,M(C),2142,76.2,,GER-Bundesliga,2324
1938,Hugo Ekitike,Eintracht Frankfurt,22,FW,719,71,,GER-Bundesliga,2324
1939,Aleksandar Pavlovic,Bayern,20,DMC,1231,93.6,,GER-Bundesliga,2324
1940,Moritz Nicolas,Borussia M.Gladbach,26,GK,2430,74.9,,GER-Bundesliga,2324
1941,Amos Pieper,Werder Bremen,26,D(C),591,74.5,,GER-Bundesliga,2324
1942,Tuta,Eintracht Frankfurt,24,D(C),2608,85.1,,GER-Bundesliga,2324
1943,Eric Martel,FC Koln,22,DMC,2464,82.5,,GER-Bundesliga,2324
1944,Danilho Doekhi,Union Berlin,25,D(C),2160,80.8,,GER-Bundesliga,2324
1945,Jonas Omlin,Borussia M.Gladbach,30,GK,630,71.5,,GER-Bundesliga,2324
1946,Danilo Soares,Bochum,32,"D(L),M(L)",351,68.5,,GER-Bundesliga,2324
1947,Maxence Lacroix,Wolfsburg,24,D(C),2365,85.2,,GER-Bundesliga,2324
1948,no Schmid Werder Bremen,Roma,24,"AM(CLR),FW",2617,80,,GER-Bundesliga,2324
1949,Eric Dier,Bayern,30,"D(CR),DMC",1167,91.9,,GER-Bundesliga,2324
1950,Ozan Kabak,Hoffenheim,24,D(C),2293,85.5,,GER-Bundesliga,2324
1951,Manu Koné,Borussia M.Gladbach,23,DMC,1567,85.4,,GER-Bundesliga,2324
1952,Ivan Ordets,Bochum,31,D(C),1879,72.8,,GER-Bundesliga,2324
1953,Jan Schöppner,FC Heidenheim,25,M(C),2002,67.1,,GER-Bundesliga,2324
1954,Ko Itakura,Borussia M.Gladbach,27,"D(C),DMC",1599,88.1,,GER-Bundesliga,2324
1955,Jamie Bynoe-Gittens,Borussia Dortmund,19,AM(L),1061,80.3,,GER-Bundesliga,2324
1956,Anthony Caci,Mainz,26,"D(CLR),M(LR)",2493,77.1,,GER-Bundesliga,2324
1957,Kevin Müller,FC Heidenheim,33,GK,3060,71.8,,GER-Bundesliga,2324
1958,Felix Uduokhai,Augsburg,26,D(C),2923,81.7,,GER-Bundesliga,2324
1959,Farès Chaïbi,Eintracht Frankfurt,21,"AM(CL),FW",1924,72.8,,GER-Bundesliga,2324
1960,Niels Nkounkou,Eintracht Frankfurt,23,"D(L),M(L)",1304,73.8,,GER-Bundesliga,2324
1961,Niklas Stark,Werder Bremen,29,"D(C),DMC",1086,79.9,,GER-Bundesliga,2324
1962,Sasa Kalajdzic,Eintracht Frankfurt,26,FW,329,77.9,,GER-Bundesliga,2324
1963,Nicolas Höfler,Freiburg,34,"D(C),DMC",2333,85.7,,GER-Bundesliga,2324
1964,Christian Kühlwetter,FC Heidenheim,28,"AM(CLR),FW",7,50,,GER-Bundesliga,2324
1965,Matthijs de Ligt,Bayern,24,D(C),1391,94,,GER-Bundesliga,2324
1966,Phillipp Mwene,Mainz,30,"D(LR),M(LR)",2004,74.5,,GER-Bundesliga,2324
1967,Robin Koch,Eintracht Frankfurt,27,"D(C),DMC",2740,88.2,,GER-Bundesliga,2324
1968,Joakim Mæhle,Wolfsburg,27,"D(LR),M(LR)",2455,82.4,,GER-Bundesliga,2324
1969,Fredrik Jensen,Augsburg,26,"AM(CLR),FW",1352,69.4,,GER-Bundesliga,2324
1970,Niclas Füllkrug,Werder Bremen,31,FW,180,72.7,,GER-Bundesliga,2324
1971,Kevin Mbabu,Augsburg,29,"D(R),M(R)",2049,70.9,,GER-Bundesliga,2324
1972,Davie Selke,FC Koln,29,FW,1274,62.9,,GER-Bundesliga,2324
1973,John Anthony Brooks,Hoffenheim,31,D(C),1541,83,,GER-Bundesliga,2324
1974,Matthias Ginter,Freiburg,30,"D(CR),DMC",1918,84.4,,GER-Bundesliga,2324
1975,Jeffrey Gouweleeuw,Augsburg,32,D(C),2595,78.3,,GER-Bundesliga,2324
1976,Tim Skarke,Darmstadt,27,"AM(CLR),FW",2418,79.2,,GER-Bundesliga,2324
1977,Lovro Majer,Wolfsburg,26,AM(CR),2121,78.1,,GER-Bundesliga,2324
1978,Ihlas Bebou,Hoffenheim,30,"M(CLR),FW",1631,74.5,,GER-Bundesliga,2324
1979,Alexander Nübel,Stuttgart,27,GK,2700,80.1,,GER-Bundesliga,2324
1980,Florian Kainz,FC Koln,31,M(CLR),2212,75.6,,GER-Bundesliga,2324
1981,Ramy Bensebaïni,Borussia Dortmund,29,"D(CL),DMC,M(L)",1031,83,,GER-Bundesliga,2324
1982,Jordan Siebatcheu,Borussia M.Gladbach,28,FW,1441,78.6,,GER-Bundesliga,2324
1983,Philipp Hofmann,Bochum,31,FW,1578,64.7,,GER-Bundesliga,2324
1984,Philipp Lienhart,Freiburg,27,D(C),1265,83.7,,GER-Bundesliga,2324
1985,Arne Maier,Augsburg,25,M(CR),1000,83.5,,GER-Bundesliga,2324
1986,Mattias Svanberg,Wolfsburg,25,M(CLR),1727,75.2,,GER-Bundesliga,2324
1987,Tomás Koubek,Augsburg,31,GK,270,68.5,,GER-Bundesliga,2324
1988,Fabian Nürnberger,Darmstadt,24,"D(L),M(CL)",1519,83.3,,GER-Bundesliga,2324
1989,Diogo Leite,Union Berlin,25,D(C),2708,80.5,,GER-Bundesliga,2324
1990,Alexander Meyer,Borussia Dortmund,33,GK,694,81.3,,GER-Bundesliga,2324
1991,Pascal Stenzel,Stuttgart,28,"D(CR),M(R)",1092,88.2,,GER-Bundesliga,2324
1992,Dayot Upamecano,Bayern,25,D(C),1765,92.7,,GER-Bundesliga,2324
1993,Anthony Losilla,Bochum,38,"D(C),DMC",2588,72.7,,GER-Bundesliga,2324
1994,Nathan Tella,Leverkusen,24,"M(CLR),FW",811,83.2,,GER-Bundesliga,2324
1995,Yussuf Poulsen,RBL,30,"AM(CR),FW",1213,72.1,,GER-Bundesliga,2324
1996,Noah Atubolu,Freiburg,22,GK,3060,67,,GER-Bundesliga,2324
1997,Maximilian Eggestein,Freiburg,27,M(CR),2919,82.1,,GER-Bundesliga,2324
